DEPT,AVTX,BVTX,CILD,CNDL,CNLS,CNPOR,CNSS,GR,LSPD,LTEN,RILD,RILM,RLL3,RxoRt,SP,MCAL,MI,MN,ITT,DT,SPOR,DCAL,RHOB,RHOC,DPOR
678.5,0,0,238.6869,18.2005,27.1938,27.1938,29.8166,127.2968,-102.2,870.1167,4.1896,3.8966,5.2564,-9.1554,-227.3216,7.8907,3.856,2.262,0,136.4459,62.833,7.9316,2.2518,0.0307,26.7928
679,0,0,236.319,20.9324,29.5582,29.5582,32.0576,125.3824,-102.2,871.1613,4.2316,3.9342,5.3662,-9.2666,-227.1386,7.8854,3.9432,2.3124,0,136.4258,62.8188,7.9307,2.2541,0.0326,26.6634
679.5,0,0,233.9537,24.0808,31.9865,31.9865,34.5603,123.7176,-102.2,870.6449,4.2744,3.9726,5.4811,-9.3473,-226.8391,7.8787,3.9895,2.3299,0,136.3563,62.7696,7.9299,2.2542,0.0333,26.6551
680,0,0,231.8091,28.4919,35.3422,35.3422,37.789,125.5158,-102.2,865.1937,4.3139,4.0072,5.5081,-9.3505,-226.5119,7.8656,4.0334,2.3527,0,136.2473,62.6926,7.93,2.2581,0.0357,26.4268
680.5,0,0,229.9752,31.3177,37.258,37.258,39.224,129.1555,-102.2,855.1571,4.3483,4.0341,5.5034,-9.2878,-226.2752,7.856,4.0803,2.4048,0,136.1172,62.6006,7.9305,2.268,0.0407,25.8488
681,0,0,228.6101,27.6512,34.7429,34.7429,37.2749,129.0602,-102.2,850.8887,4.3743,4.0502,5.5464,-9.2131,-226.2146,7.8574,4.089,2.427,0,136.007,62.5226,7.9308,2.2793,0.0464,25.1847
681.5,0,0,227.8346,24.3996,32.1911,32.1911,34.7734,124.1425,-102.07,853.3569,4.3891,4.0543,5.5936,-9.1311,-226.3468,7.8588,4.0628,2.3822,0,135.9822,62.5051,7.9309,2.2866,0.0505,24.7575
682,0,0,227.6587,22.9224,30.9389,30.9389,33.4656,115.8452,-102.07,852.1507,4.3925,4.0471,5.5653,-9.0059,-226.6256,7.8488,4.0707,2.3389,0,136.1065,62.593,7.9289,2.2888,0.0522,24.6324
682.5,0,0,228.0675,20.4116,29.0982,29.0982,31.6058,108.3322,-102.07,854.2828,4.3847,4.0308,5.5064,-8.8504,-226.9718,7.8351,4.1013,2.3354,0,136.3952,62.7971,7.9218,2.2863,0.0517,24.7777
683,0,0,228.8939,18.7971,27.7392,27.7392,30.3173,104.9341,-101.83,863.5803,4.3688,4.0079,5.4501,-8.7244,-227.3008,7.8255,4.0576,2.3169,1,136.7842,63.0723,7.9168,2.2779,0.0484,25.2664
683.5,0,0,229.9927,19.7001,28.4963,28.4963,31.0273,103.0623,-101.83,858.73,4.348,3.98,5.3774,-8.7066,-227.5414,7.8094,4.0202,2.282,0,137.1544,63.3341,7.9163,2.2643,0.0423,26.0618
684,0,0,231.5811,21.3549,29.8955,29.8955,32.3946,101.1561,-101.83,853.7793,4.3181,3.9479,5.4005,-8.8567,-227.6529,7.7814,4.0383,2.2718,0,137.4123,63.5165,7.9163,2.2502,0.035,26.887
684.5,0,0,233.8161,23.1833,31.1594,31.1594,33.6957,102.0127,-101.83,873.6533,4.2769,3.9122,5.4768,-9.1125,-227.6391,7.7614,3.9359,2.2363,0,137.5557,63.6179,7.9159,2.2393,0.0286,27.5276
685,0,0,236.4733,26.2273,33.3591,33.3591,35.9654,106.9286,-101.83,909.432,4.2288,3.8748,5.3856,-9.3437,-227.5454,7.766,3.8007,2.176,0,137.6563,63.6891,7.916,2.2318,0.0256,27.9653
685.5,0,0,239.2858,30.8067,36.8562,36.8562,38.9441,115.5708,-101.83,934.1638,4.1791,3.8401,5.3006,-9.5239,-227.4319,7.7858,3.7715,2.1477,0,137.7897,63.7833,7.9166,2.2289,0.0288,28.1373
686,0,0,241.8682,34.0526,39.183,39.183,40.4803,123.1183,-101.83,918.3944,4.1345,3.8143,5.2959,-9.7053,-227.3384,7.8015,3.6908,2.1081,0,137.9678,63.9094,7.917,2.2328,0.0406,27.9085
686.5,0,0,243.6697,33.1112,38.6113,38.6113,40.1162,126.5608,-101.95,907.9291,4.1039,3.8041,5.2325,-9.9604,-227.2633,7.8101,3.5775,2.0552,0,138.1163,64.0144,7.9166,2.2431,0.0602,27.3014
687,0,0,244.4682,31.7101,37.5985,37.5985,39.4547,128.6581,-101.95,933.9167,4.0905,3.8143,5.2162,-10.4379,-227.1695,7.8168,3.627,2.081,0,138.1133,64.0123,7.9163,2.2569,0.0815,26.4967
687.5,0,0,244.2656,30.5498,36.6765,36.6765,38.8159,127.1742,-101.95,956.1514,4.0939,3.8466,5.3393,-11.2494,-227.0135,7.8178,3.8171,2.1962,0,137.8574,63.8313,7.9159,2.2701,0.0945,25.723
688,0,0,243.0543,26.6048,33.7812,33.7812,36.3799,123.4324,-101.58,941.017,4.1143,3.8982,5.5982,-12.2919,-226.7794,7.8098,4.0397,2.3195,0,137.3202,63.4513,7.9156,2.2782,0.092,25.2525
688.5,0,0,241.1242,22.8076,30.8537,30.8537,33.377,120.9776,-101.58,902.502,4.1472,3.9625,5.8997,-13.3061,-226.4953,7.8006,4.2255,2.404,0,136.5862,62.9323,7.9155,2.2778,0.0751,25.2765
689,0,0,238.7967,23.26,31.2322,31.2322,33.7717,119.073,-101.58,865.5651,4.1877,4.0314,6.1127,-14.0251,-226.2193,7.7998,4.37,2.4733,0,135.8449,62.408,7.9154,2.2707,0.0533,25.693
689.5,0,0,235.9051,25.7075,32.9375,32.9375,35.5413,113.8372,-101.58,862.994,4.239,4.0981,6.1853,-14.2825,-226.0042,7.8059,4.4687,2.5194,0,135.2776,62.0068,7.9155,2.2627,0.0362,26.1608
690,0,0,232.1663,23.6307,31.6058,31.6058,34.1625,106.7586,-101.95,893.5308,4.3073,4.1595,6.1802,-14.1175,-225.8698,7.8141,4.5203,2.5511,1,134.9101,61.7469,7.9189,2.2598,0.0277,26.326
690.5,0,0,227.779,20.8975,29.5284,29.5284,32.028,105.5392,-101.95,905.1532,4.3902,4.2179,6.1859,-13.7658,-225.8008,7.8256,4.5116,2.6303,1,134.5842,61.5164,7.925,2.2671,0.028,25.9009
691,0,0,223.3856,20.9531,29.5758,29.5758,32.0751,106.6665,-101.95,893.6118,4.4766,4.2821,6.2752,-13.4938,-225.7675,7.8406,4.451,2.7487,0,134.0789,61.1591,7.9293,2.2862,0.0354,24.7808
691.5,0,0,219.3215,22.4502,30.612,30.612,33.1264,104.9206,-101.95,885.6768,4.5595,4.3675,6.4223,-13.3963,-225.7483,7.8483,4.3465,2.7637,0,133.2526,60.5747,7.9262,2.3125,0.0455,23.247
692,0,0,214.7347,23.8835,31.8353,31.8353,34.4025,105.6162,-101.95,880.5168,4.6569,4.4975,6.5556,-13.3578,-225.7383,7.8424,4.3434,2.6962,0,132.0723,59.74,7.9173,2.336,0.0523,21.8718
692.5,0,0,207.8034,24.4763,32.2362,32.2362,34.8202,110.3942,-101.95,885.3776,4.8122,4.7036,6.6246,-13.409,-225.7478,7.8369,4.7348,2.7947,0,130.4569,58.5975,7.9127,2.3502,0.0524,21.0438
693,0,0,197.0006,22.0996,30.3901,30.3901,32.8977,115.1614,-101.95,899.4946,5.0761,5.0255,6.6781,-14.362,-225.7974,7.8416,5.8631,3.3086,0,128.0249,56.8776,7.9118,2.3581,0.0468,20.5774
693.5,0,0,182.2263,19.5079,28.3386,28.3386,30.8778,117.539,-101.83,904.6121,5.4877,5.5107,7.031,-17.8859,-225.9109,7.8431,8.9178,4.9576,0,124.0751,54.0842,7.9105,2.3706,0.0396,19.8491
694,0,0,165.4083,19.095,27.9958,27.9958,30.5558,113.6708,-101.83,918.5352,6.0456,6.2117,8.239,-24.9003,-226.1059,7.8262,15.7978,9.3235,0,118.074,49.8402,7.9063,2.3954,0.0343,18.3971
694.5,0,0,149.0676,19.6006,28.4147,28.4147,30.9498,103.5364,-101.83,926.1868,6.7084,7.1763,12.274,-33.6287,-226.3835,7.7981,24.7518,16.3359,0,110.3775,44.3971,7.9018,2.4282,0.0317,16.4817
695,0,0,133.5182,19.0746,27.9785,27.9785,30.5397,93.2508,-102.32,912.3431,7.4896,8.4191,22.3726,-40.4953,-226.7247,7.7792,28.8286,20.7127,0,102.4439,38.7863,7.9003,2.453,0.0306,15.0311
695.5,0,0,117.8713,16.3736,25.4213,25.4213,28.2362,87.6545,-102.32,890.4099,8.4838,9.8713,32.0828,-42.6962,-227.0951,7.7763,25.8693,19.3375,0,96.1781,34.3551,7.9048,2.4574,0.0303,14.77
696,0,0,102.6987,12.2561,21.5207,21.5207,24.8479,85.6307,-102.32,896.9926,9.7372,11.3335,31.809,-39.552,-227.4467,7.7789,20.923,16.067,0,92.9383,32.0639,7.9113,2.4441,0.0313,15.549
696.5,0,0,89.319,10.5695,19.6008,19.6008,23.1397,87.0075,-101.71,918.1591,11.1958,12.5129,26.9135,-32.0606,-227.7187,7.7797,17.2266,13.3092,0,93.0002,32.1076,7.9131,2.4215,0.0323,16.8718
697,0,0,78.5809,11.079,20.2354,20.2354,23.711,93.6728,-101.71,916.6234,12.7257,13.189,22.1115,-22.0369,-227.8465,7.7821,14.8932,11.0375,0,95.7023,34.0186,7.9135,2.3926,0.0319,18.5621
697.5,0,0,70.9997,14.3762,23.5873,23.5873,26.643,104.9931,-101.71,898.0273,14.0846,13.362,17.9459,-11.7818,-227.7839,7.784,12.9166,8.9738,0,99.9087,36.9934,7.9134,2.3592,0.0313,20.5131
698,0,0,66.6745,18.4332,27.4118,27.4118,30.0158,118.502,-101.71,887.3583,14.9982,13.2086,14.1934,-3.8093,-227.5286,7.7781,11.5664,7.6422,0,104.3997,40.1695,7.9142,2.3295,0.0327,22.2514
698.5,0,0,65.2723,20.9714,29.5913,29.5913,32.0904,129.3481,-101.58,885.704,15.3204,12.9253,12.4704,-0.0379,-227.1302,7.7716,12.0533,7.7475,0,108.2004,42.8575,7.918,2.3119,0.0356,23.2785
699,0,0,66.3643,22.8371,30.875,30.875,33.3992,129.7256,-101.58,888.5002,15.0683,12.6346,15.3963,-0.3427,-226.6747,7.7805,13.0632,8.4398,1,110.9054,44.7705,7.9195,2.3048,0.0355,23.6972
699.5,0,0,69.1318,21.813,30.2087,30.2087,32.712,123.3164,-101.58,900.8895,14.4651,12.385,17.2642,-2.3759,-226.2563,7.8016,12.4471,8.0998,1,112.7375,46.0661,7.9157,2.2976,0.0302,24.1162
700,0,0,72.196,17.6849,26.6852,26.6852,29.3567,126.4299,-101.83,902.0911,13.8512,12.1882,15.6347,-3.7899,-225.9501,7.8146,11.1903,7.1762,0,114.2109,47.1082,7.9143,2.2841,0.0224,24.9074
700.5,0,0,74.1709,13.242,22.4248,22.4248,25.6361,137.9723,-101.83,894.6742,13.4824,12.0447,14.1973,-3.8287,-225.7966,7.8117,11.0473,6.9712,0,115.6605,48.1333,7.9139,2.2689,0.016,25.7956
701,0,0,74.2941,14.8007,24.0007,24.0007,27.0006,143.8293,-101.83,891.0413,13.46,11.9475,14.0738,-2.8162,-225.7973,7.8079,11.6872,7.3512,0,117.0053,49.0844,7.9133,2.2597,0.0124,26.3362
701.5,0,0,73.0284,20.21,28.9221,28.9221,31.4351,143.8942,-101.58,896.2818,13.6933,11.8749,14.4558,-1.2133,-225.9226,7.8101,12.059,7.6191,0,117.9743,49.7697,7.9132,2.2565,0.0099,26.52
702,0,0,71.7809,25.2666,32.674,32.674,35.2723,138.7856,-101.58,898.1655,13.9313,11.7901,14.376,0.5695,-226.1255,7.8045,11.6219,7.4691,0,118.5383,50.1685,7.9131,2.2527,0.0063,26.7426
702.5,0,1,71.4938,29.3603,35.9111,35.9111,38.2446,125.0194,-101.58,885.757,13.9872,11.6513,12.9871,2.1529,-226.3589,7.7871,10.8643,7.0721,0,118.9813,50.4818,7.9131,2.2433,0.0019,27.2906
703,0,0,72.2475,31.245,37.1968,37.1968,39.1819,116.147,-101.58,884.116,13.8413,11.4289,12.1828,3.2317,-226.5888,7.7729,10.4224,6.8933,0,119.5786,50.9043,7.9134,2.231,-0.0006,28.0131
703.5,0,0,74.0466,32.3017,38.0754,38.0754,39.77,120.3289,-101.95,895.1924,13.505,11.1188,12.5129,3.7362,-226.7951,7.7709,10.2229,6.9923,0,120.3681,51.4626,7.9129,2.2206,0.0009,28.6203
704,0,0,76.8449,39.4891,42.5709,42.5709,42.7022,122.8462,-101.95,892.631,13.0132,10.7469,12.485,4.1278,-226.9609,7.7726,9.5826,6.8065,0,121.2447,52.0826,7.9125,2.2128,0.0068,29.0737
704.5,0,0,80.0694,44.299,45.7394,45.7394,44.9489,120.197,-101.95,882.2777,12.4892,10.3597,11.1921,5.0168,-227.0638,7.7701,8.3014,5.9622,0,122.1727,52.7388,7.9119,2.2062,0.0162,29.464
705,0,0,82.9598,37.7897,41.4908,41.4908,41.9736,123.1184,-101.95,877.6586,12.054,10.0033,9.4338,6.2565,-227.0866,7.7698,7.4603,5.0672,0,123.2007,53.4659,7.9118,2.2015,0.0279,29.7375
705.5,0,0,85.2477,28.0089,35.0063,35.0063,37.5055,128.5267,-101.95,872.5928,11.7305,9.7039,9.0434,6.9041,-227.0423,7.7767,7.4456,4.7981,0,124.2228,54.1887,7.9124,2.2011,0.0385,29.7611
706,0,0,87.2627,23.2344,31.2076,31.2076,33.746,127.2568,-101.95,875.2913,11.4597,9.4582,9.5475,6.275,-226.9884,7.7815,8.0005,5.2214,0,124.8266,54.6157,7.9125,2.206,0.0444,29.4732
706.5,0,0,89.6366,23.1007,31.0849,31.0849,33.6178,123.0896,-101.95,879.199,11.1562,9.2397,9.9058,4.5877,-227.0061,7.7769,9.1771,6.2461,0,124.5825,54.4431,7.9119,2.2165,0.044,28.8589
707,0,0,92.8447,27.3929,34.5403,34.5403,37.093,117.9329,-101.58,880.8458,10.7707,9.0173,10.4161,2.6331,-227.1529,7.7714,10.1326,7.1591,0,123.5665,53.7245,7.9112,2.2315,0.0399,27.9852
707.5,0,0,96.6504,33.5563,38.8831,38.8831,40.2897,111.8243,-101.58,891.5603,10.3466,8.7739,10.7564,1.3295,-227.4232,7.7723,9.2974,6.5311,2,122.4728,52.951,7.9109,2.2462,0.0372,27.1229
708,0,0,100.2317,34.7515,39.6078,39.6078,40.7499,110.856,-101.58,915.4871,9.9769,8.5156,9.9193,1.2243,-227.75,7.7737,7.6683,5.094,0,122.1041,52.6903,7.9102,2.2544,0.0395,26.6439
708.5,0,0,103.0149,30.4413,36.6035,36.6035,38.7632,115.9826,-101.71,931.1131,9.7073,8.2651,8.7936,2.0234,-228.0397,7.7696,6.9657,4.3939,0,122.7821,53.1698,7.9094,2.2533,0.0451,26.707
709,0,0,105.0374,26.56,33.7288,33.7288,36.3291,125.2505,-101.71,926.2062,9.5204,8.0496,8.4282,2.8851,-228.2108,7.766,6.9074,4.311,0,124.2053,54.1763,7.9094,2.2459,0.0501,27.1398
709.5,0,0,106.6933,24.7002,32.3628,32.3628,34.9515,127.8873,-101.71,920.2134,9.3727,7.8914,8.6039,3.222,-228.2146,7.7683,6.8875,4.3146,0,125.748,55.2673,7.9081,2.2383,0.0536,27.5839
710,0,0,108.4099,24.4718,32.2335,32.2335,34.8174,120.3996,-101.71,920.6343,9.2242,7.805,8.5775,2.9413,-228.0417,7.7706,6.9103,4.2712,0,126.8878,56.0734,7.9069,2.2355,0.057,27.7466
710.5,0,0,110.1633,26.2362,33.3681,33.3681,35.9743,117.357,-101.71,911.1907,9.0774,7.7975,8.3158,2.1333,-227.7295,7.7672,7.301,4.3432,0,127.4273,56.455,7.9074,2.2372,0.0592,27.6509
711,0,0,111.3188,26.5882,33.7618,33.7618,36.3611,122.2169,-101.71,902.2599,8.9832,7.8673,8.4443,0.9329,-227.3641,7.7631,8.0572,4.6626,0,127.4063,56.4401,7.9089,2.2379,0.0567,27.6107
711.5,0,0,111.2659,23.7282,31.6989,31.6989,34.2598,122.0217,-101.71,910.8146,8.9875,8.0034,9.0471,-0.4104,-227.0564,7.7637,8.5115,5.0547,0,126.8988,56.0812,7.9115,2.2335,0.0481,27.8657
712,0,0,110.0079,20.7931,29.4377,29.4377,31.9383,113.4036,-101.71,931.4078,9.0903,8.1861,9.5206,-1.5879,-226.8911,7.7649,8.5596,5.3801,0,125.9232,55.3912,7.9127,2.2263,0.0367,28.2894
712.5,0,0,108.0026,21.0175,29.6299,29.6299,32.1287,110.982,-101.71,938.7707,9.259,8.3916,9.9046,-2.3688,-226.879,7.7596,8.7122,5.7148,0,124.5201,54.399,7.9131,2.2221,0.0275,28.5338
713,0,0,105.6718,24.6097,32.3123,32.3123,34.8992,115.955,-101.71,921.5621,9.4633,8.5988,10.3502,-2.5772,-226.9511,7.7543,9.1391,6.0899,0,122.8739,53.2347,7.9128,2.2249,0.0235,28.366
713.5,0,0,103.1414,27.5832,34.6908,34.6908,37.2285,114.834,-101.46,907.3224,9.6954,8.7955,10.6294,-2.0627,-227.0046,7.7582,9.2614,6.1,0,121.3271,52.1408,7.9118,2.2348,0.0248,27.7905
714,0,0,100.3453,29.2442,35.8368,35.8368,38.1867,109.1822,-101.46,913.9569,9.9656,8.9809,10.3158,-0.9061,-226.9662,7.7636,8.8794,5.5431,0,120.2456,51.3759,7.9114,2.2488,0.0301,26.9714
714.5,0,0,97.2966,32.4768,38.1994,38.1994,39.8508,109.3589,-101.46,917.4891,10.2779,9.1612,9.6842,0.4003,-226.8274,7.7603,8.8733,5.2412,0,119.8193,51.0744,7.9115,2.263,0.0368,26.1421
715,0,0,94.2623,37.6627,41.4109,41.4109,41.9205,114.8092,-101.46,905.9241,10.6087,9.3427,9.8998,1.2452,-226.6331,7.7561,9.3429,5.4343,0,119.9662,51.1783,7.9097,2.2728,0.0416,25.5643
715.5,0,0,91.6838,36.1249,40.4516,40.4516,41.2909,118.467,-101.71,891.1866,10.907,9.5269,10.5709,1.4504,-226.4406,7.76,9.7207,5.8018,1,120.4312,51.5072,7.9077,2.2729,0.0418,25.5639
716,0,0,89.8591,28.5501,35.3815,35.3815,37.8214,119.2582,-101.71,887.4489,11.1285,9.7101,11.1154,1.3614,-226.2816,7.7649,9.4235,6.0131,0,121.0017,51.9107,7.9077,2.2576,0.0368,26.4546
716.5,0,0,88.6226,24.1939,32.0633,32.0633,34.6404,123.6325,-101.71,890.0569,11.2838,9.8886,11.107,1.455,-226.1494,7.7614,8.7276,5.8946,0,121.6444,52.3652,7.9083,2.2278,0.0277,28.2013
717,0,0,87.3913,23.6893,31.6624,31.6624,34.2217,132.6839,-101.58,895.7304,11.4428,10.0614,10.8981,1.9824,-226.0155,7.7568,8.4638,5.702,0,122.4353,52.9246,7.9081,2.1926,0.0178,30.2575
717.5,0,0,85.689,22.5493,30.6766,30.6766,33.1932,135.9876,-101.58,907.7531,11.6701,10.2273,10.7204,2.8073,-225.8601,7.7599,8.6034,5.5973,0,123.3723,53.5872,7.9087,2.1634,0.0107,31.9676
